# FASTA 36.3.5a Jun, 2011(preload8)
# Query: abra|AB02571.1 - 374 aa
# Database: ../animal-plant/monosiga_brevicollis_mx1.pep.fa
abra|AB02571.1	mbre|t_12039	63.69	314	112	2	62	374	2	314	2.1e-86	314.6
abra|AB02571.1	mbre|t_22737	34.59	292	186	5	58	348	1	288	1.2e-35	146.0
abra|AB02571.1	mbre|t_37433	26.39	269	169	29	36	283	365	625	3.6e-06	49.3
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: afum|Afu3g04170 Afu3g04170 A_fumigatus_Af293 AspGDID: COORDS:chr3:1175521-1176878(+) translated using codon table 1 (378 amino acids) - 377 aa
# Database: ../animal-plant/monosiga_brevicollis_mx1.pep.fa
afum|Afu3g04170	mbre|t_12039	62.74	314	115	2	65	377	2	314	1.1e-87	318.9
afum|Afu3g04170	mbre|t_22737	36.46	288	178	5	65	351	5	288	1e-36	149.6
afum|Afu3g04170	mbre|t_37433	24.40	332	210	41	44	354	370	681	6.2e-07	51.9
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: amac|AMAG_06839T0 | AMAG_06839 | Allomyces macrogynus ATCC 38327 pyruvate dehydrogenase beta subuni - 365 aa
# Database: ../animal-plant/monosiga_brevicollis_mx1.pep.fa
amac|AMAG_06839T0	mbre|t_12039	72.13	305	84	1	50	354	2	305	3.8e-99	356.9
amac|AMAG_06839T0	mbre|t_22737	37.13	307	185	8	46	351	1	300	1.8e-38	155.4
amac|AMAG_06839T0	mbre|t_37433	25.95	262	158	36	35	271	375	625	7.7e-06	48.2
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: anid|ANID_09403T0 | ANID_09403 | Aspergillus nidulans FGSC A4 pyruvate dehydrogenase E1 beta subunit Pdb - 375 aa
# Database: ../animal-plant/monosiga_brevicollis_mx1.pep.fa
anid|ANID_09403T0	mbre|t_12039	63.06	314	114	2	63	375	2	314	4.3e-90	326.9
anid|ANID_09403T0	mbre|t_22737	37.02	289	175	7	63	349	5	288	7.9e-38	153.3
anid|ANID_09403T0	mbre|t_37433	24.71	340	212	44	42	360	370	686	3e-07	52.9
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: bcin|BC1T_08794 | BC1G_08794 | Botrytis cinerea pyruvate dehydrogenase E1 component beta subuni - 372 aa
# Database: ../animal-plant/monosiga_brevicollis_mx1.pep.fa
bcin|BC1T_08794	mbre|t_12039	62.10	314	117	2	60	372	2	314	1.7e-94	341.5
bcin|BC1T_08794	mbre|t_22737	37.37	281	169	7	68	346	13	288	5.7e-39	157.0
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: calb_sc5314|orf19.5294 |  Candida Albicans sc5314 assembly 21 orf19.529 - 379 aa
# Database: ../animal-plant/monosiga_brevicollis_mx1.pep.fa
calb_sc5314|orf19.5294	mbre|t_12039	66.88	314	103	1	66	379	2	314	2.2e-96	347.8
calb_sc5314|orf19.5294	mbre|t_22737	35.67	314	194	8	66	378	5	311	5.1e-40	160.5
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: cgui|PGUT_03763 | PGUG_03763 | Candida guilliermondii conserved hypothetical protei - 407 aa
# Database: ../animal-plant/monosiga_brevicollis_mx1.pep.fa
cgui|PGUT_03763	mbre|t_12039	67.83	314	100	1	94	407	2	314	3.4e-94	340.6
cgui|PGUT_03763	mbre|t_22737	34.50	313	197	8	94	405	5	310	3.1e-36	148.1
cgui|PGUT_03763	mbre|t_37433	24.48	339	216	40	21	330	315	642	6.4e-06	48.6
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: cimm_rs|CIMG_08468T0 | CIMG_08468 | Coccidioides immitis RS pyruvate dehydrogenase E1 componen - 377 aa
# Database: ../animal-plant/monosiga_brevicollis_mx1.pep.fa
cimm_rs|CIMG_08468T0	mbre|t_12039	62.74	314	115	2	65	377	2	314	1.8e-92	334.8
cimm_rs|CIMG_08468T0	mbre|t_22737	36.11	288	179	5	65	351	5	288	1.6e-38	155.6
# FASTA 36.3.5a Jun, 2011(preload8)
