# FASTA 36.3.5a Jun, 2011(preload8)
# Query: abra|AB02980.1 - 308 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
abra|AB02980.1	hsap|hsap_ENST00000381750	41.46	287	129	39	11	294	8	258	2.4e-13	73.2
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: afum|Afu8g04640 Afu8g04640 A_fumigatus_Af293 AspGDID: COORDS:chr8:1060695-1061906(-) translated using codon table 1 (404 amino acids) - 403 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
afum|Afu8g04640	hsap|hsap_ENST00000381750	40.49	410	194	50	1	400	1	370	2.2e-23	106.9
afum|Afu8g04640	hsap|hsap_ENST00000260563	24.79	359	217	53	23	366	26	346	0.00015	44.4
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: amac|AMAG_07869T0 | AMAG_07869 | Allomyces macrogynus ATCC 38327 RNA 3'-terminal phosphate cyclas - 386 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
amac|AMAG_07869T0	hsap|hsap_ENST00000381750	42.71	377	189	27	12	381	12	368	3.3e-20	96.3
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: anid|ANID_01474T0 | ANID_01474 | Aspergillus nidulans FGSC A4 RNA-3'-phosphate cyclas - 403 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
anid|ANID_01474T0	hsap|hsap_ENST00000381750	38.35	412	200	54	1	400	1	370	9.5e-14	74.9
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: bcin|BC1T_00486 | BC1G_00486 | Botrytis cinerea hypothetical protein similar to RNA 3'-terminal phosphate cyclas - 408 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
bcin|BC1T_00486	hsap|hsap_ENST00000381750	34.59	399	213	48	17	408	16	373	4.2e-10	62.8
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: calb_sc5314|orf19.1886 |  Candida Albicans sc5314 assembly 21 orf19.188 - 371 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
calb_sc5314|orf19.1886	hsap|hsap_ENST00000381750	42.09	373	196	20	10	370	8	372	3.8e-57	219.0
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: cgui|PGUT_00433 | PGUG_00433 | Candida guilliermondii hypothetical protei - 373 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
cgui|PGUT_00433	hsap|hsap_ENST00000381750	42.11	380	200	20	4	372	2	372	2.1e-60	229.8
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: cimm_rs|CIMG_02184T0 | CIMG_02184 | Coccidioides immitis RS RNA-3'-phosphate cyclas - 403 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
cimm_rs|CIMG_02184T0	hsap|hsap_ENST00000381750	38.78	410	205	46	1	402	1	372	6.1e-11	65.6
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: cneo_h99|CNAG_03246T0 | CNAG_03246 | Cryptococcus neoformans grubii H99 RNA-3'-phosphate cyclas - 365 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
cneo_h99|CNAG_03246T0	hsap|hsap_ENST00000381750	50.27	366	170	12	10	364	8	372	1.8e-80	296.5
cneo_h99|CNAG_03246T0	hsap|hsap_ENST00000260563	25.47	369	248	27	14	361	16	378	5.1e-20	95.7
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: mcin|t_173174|estExt_Genewise1.C_060700 - 358 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
mcin|t_173174|estExt_Genewise1.C_060700	hsap|hsap_ENST00000381750	56.87	364	143	14	5	355	8	370	2.5e-93	339.1
mcin|t_173174|estExt_Genewise1.C_060700	hsap|hsap_ENST00000260563	27.87	366	241	23	9	354	16	378	2.1e-25	113.5
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: mgri|MGG_04422T0 | MGG_04422 | Magnaporthe grisea (M. oryzae) 70-15 RNA-3'-phosphate cyclase family protei - 399 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
mgri|MGG_04422T0	hsap|hsap_ENST00000381750	36.12	407	216	44	1	398	1	372	1.7e-20	97.4
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: mlar|t_46210|estExt_Genewise1.C_1360001 - 390 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
mlar|t_46210|estExt_Genewise1.C_1360001	hsap|hsap_ENST00000381750	45.19	374	179	26	24	390	19	373	5.9e-65	245.0
mlar|t_46210|estExt_Genewise1.C_1360001	hsap|hsap_ENST00000260563	25.40	374	240	39	27	384	26	376	6.3e-14	75.5
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: ncra|NCU02675T0 | NCU02675 | Neurospora crassa OR74A (finished) RNA-3'-phosphate cyclas - 406 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
ncra|NCU02675T0	hsap|hsap_ENST00000381750	37.31	402	206	46	9	403	8	370	2e-10	63.9
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: ndis|NEUDI1_92438 - 406 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
ndis|NEUDI1_92438	hsap|hsap_ENST00000381750	37.06	402	207	46	9	403	8	370	2e-10	63.9
# FASTA 36.3.5a Jun, 2011(preload8)
# Query: nfis|NFIA_097430 |  Neosartorya fischeri nul - 403 aa
# Database: ../animal-plant/homo_sapiens_NCBI36_47.pep.longest.fa
